account_id,amount_donated_2013,amount_donated_lifetime,no_donations_lifetime,label,no_seats_tickets,price_level_tickets,no_seats_subs,price_level_subs,subscription_tier_subs,years_since_2013,zip_reduced,zip_matched
001i000000NuO1T,0.0,53.0,1,0,,,,,,26.0,94,2
001i000000NuO1Y,0.0,15.0,1,0,,,1.0,1.0,2.0,26.0,94,2
001i000000NuO1c,0.0,25.0,1,0,,,5.0,1.0,0.0,19.0,94,2
001i000000NuO1d,0.0,57909.0,34,0,,,31.0,1.0,1.0,28.0,94,2
001i000000NuO1j,0.0,50.0,1,0,,,,,,28.0,98,2
001i000000NuO1v,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuO1w,0.0,105.0,3,0,,,,,,25.0,nan,2
001i000000NuO1x,0.0,35.0,1,0,,,,,,28.0,92,2
001i000000NuO21,0.0,578.0,10,0,,,19.0,0.0,1.0,18.0,94,2
001i000000NuO26,0.0,13.0,1,0,,,,,,26.0,94,2
001i000000NuO27,0.0,50.0,1,0,,,,,,28.0,93,2
001i000000NuO29,0.0,50.0,1,0,,,1.0,2.0,0.0,15.0,94,2
001i000000NuO2B,0.0,200.0,2,0,,,21.0,1.0,5.0,17.0,94,2
001i000000NuO2F,0.0,952.0,8,0,,,18.0,2.0,1.0,18.0,94,2
001i000000NuO2G,0.0,450.0,2,0,,,18.0,1.0,1.0,19.0,94,2
001i000000NuO2N,0.0,100.0,1,0,,,,,,25.0,nan,2
001i000000NuO2P,0.0,0.0,0,0,,,27.0,1.0,3.0,,94,2
001i000000NuO2a,0.0,3100.0,13,0,,,10.0,1.0,1.0,28.0,94,2
001i000000NuO2b,0.0,36.0,1,0,,,5.0,2.0,0.0,18.0,95,2
001i000000NuO2f,0.0,940.0,4,0,,,2.0,1.0,1.0,24.0,94,2
001i000000NuO2i,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuO2l,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO2o,0.0,127.0,3,0,,,3.0,1.0,0.0,21.0,94,2
001i000000NuO2q,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO2s,0.0,50.0,1,0,,,,,,25.0,95,2
001i000000NuO2v,0.0,18.0,1,0,,,,,,27.0,nan,2
001i000000NuO2x,0.0,159.0,3,0,,,6.0,1.0,1.0,17.0,94,2
001i000000NuO2z,0.0,350.0,1,0,,,,,,21.0,94,2
001i000000NuO30,0.0,2064.0,24,0,,,49.0,5.0,0.0,25.0,94,2
001i000000NuO32,0.0,2769.0,15,0,56.0,3.0,19.0,1.0,1.0,25.0,94,2
001i000000NuO36,0.0,84.0,4,0,,,3.0,3.0,0.0,19.0,94,2
001i000000NuO3C,0.0,1054.0,6,0,,,,,,28.0,94,2
001i000000NuO3H,0.0,692.0,10,0,,,10.0,3.0,1.0,22.0,95,2
001i000000NuO3I,0.0,51.22,2,0,,,,,,26.0,94,2
001i000000NuO3J,0.0,0.0,0,0,,,4.0,3.0,1.0,,94,2
001i000000NuO3L,0.0,40.0,1,0,,,1.0,1.0,0.0,21.0,94,2
001i000000NuO3M,0.0,0.0,0,0,28.0,1.0,,,,,94,2
001i000000NuO3P,0.0,41.0,2,0,,,4.0,1.0,0.0,25.0,94,2
001i000000NuO3a,0.0,2010.0,13,0,46.0,3.0,9.0,2.0,1.0,21.0,94,2
001i000000NuO3g,0.0,925.0,11,0,,,71.0,1.0,2.0,21.0,95,2
001i000000NuO3j,0.0,1250.0,5,0,,,7.0,1.0,1.0,28.0,94,2
001i000000NuO3l,0.0,21.0,1,0,,,,,,25.0,94,2
001i000000NuO3n,0.0,195.0,5,0,,,3.0,1.0,0.0,22.0,94,2
001i000000NuO3t,0.0,1700.0,10,0,,,14.0,1.0,1.0,21.0,94,2
001i000000NuO3u,0.0,428.0,19,0,,,17.0,3.0,0.0,22.0,95,2
001i000000NuO3w,0.0,50.0,1,0,,,2.0,2.0,0.0,16.0,94,2
001i000000NuO3y,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO40,0.0,25.0,1,0,,,2.0,1.0,0.0,28.0,94,2
001i000000NuO43,0.0,834.0,7,0,56.0,2.0,4.0,1.0,1.0,26.0,94,2
001i000000NuO44,0.0,100.0,2,1,,,166.0,2.0,0.0,1.0,94,2
001i000000NuO47,0.0,180.0,6,0,,,3.0,1.0,0.0,24.0,94,2
001i000000NuO4B,0.0,300.0,2,0,,,,,,26.0,48,2
001i000000NuO4E,0.0,0.0,0,0,,,2.0,3.0,1.0,,94,2
001i000000NuO4F,0.0,0.0,0,0,,,1.0,1.0,2.0,,94,2
001i000000NuO4M,0.0,3460.0,12,0,,,10.0,2.0,1.0,28.0,94,2
001i000000NuO4O,0.0,1150.0,6,0,,,,,,25.0,94,2
001i000000NuO4P,0.0,1065.0,17,0,,,10.0,1.0,1.0,28.0,95,2
001i000000NuO4T,350.0,6030.0,19,0,28.0,2.0,,,,27.0,94,2
001i000000NuO4W,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuO4X,0.0,0.0,0,0,,,6.0,1.0,1.0,,94,2
001i000000NuO4Y,0.0,0.0,0,0,46.0,2.0,2.0,1.0,1.0,,94,2
001i000000NuO4h,0.0,0.0,0,0,,,4.0,3.0,0.0,,94,2
001i000000NuO4i,0.0,0.0,0,0,,,4.0,1.0,1.0,,94,2
001i000000NuO4k,0.0,20.0,1,0,,,,,,25.0,94,2
001i000000NuO4m,0.0,4.0,1,0,,,1.0,3.0,0.0,25.0,94,2
001i000000NuO4n,0.0,100.0,2,0,,,,,,28.0,94,2
001i000000NuO4o,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO4q,0.0,0.0,0,0,192.0,2.0,61.0,0.0,0.0,,94,2
001i000000NuO4u,0.0,145.0,2,0,,,,,,25.0,94,2
001i000000NuO51,0.0,3852.0,14,0,,,55.0,1.0,3.0,26.0,94,2
001i000000NuO52,0.0,300.0,1,0,,,2.0,1.0,1.0,25.0,94,2
001i000000NuO53,0.0,1850.0,14,0,,,,,,26.0,94,2
001i000000NuO54,0.0,0.0,0,0,112.0,3.0,,,,,94,2
001i000000NuO5C,0.0,150.0,1,0,,,2.0,3.0,1.0,27.0,94,2
001i000000NuO5E,0.0,0.0,0,0,,,7.0,3.0,0.0,,94,2
001i000000NuO5G,0.0,170.0,3,0,,,,,,28.0,nan,2
001i000000NuO5L,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO5N,0.0,25.0,1,0,,,,,,27.0,94,2
001i000000NuO5Y,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO5Z,0.0,4174.96,3,0,,,,,,27.0,68,2
001i000000NuO5a,0.0,25.0,1,0,,,,,,27.0,94,2
001i000000NuO5c,0.0,176.0,7,0,,,9.0,1.0,0.0,27.0,94,2
001i000000NuO5i,0.0,5000.0,4,0,,,,,,25.0,94,2
001i000000NuO5k,0.0,0.0,0,0,,,2.0,2.0,0.0,,94,2
001i000000NuO5m,0.0,5398.0,25,0,,,89.0,5.0,0.0,17.0,94,2
001i000000NuO5n,0.0,10.0,1,0,,,,,,26.0,nan,2
001i000000NuO5o,0.0,1617.0,13,0,,,27.0,2.0,1.0,18.0,94,2
001i000000NuO5q,0.0,300.0,4,0,,,,,,25.0,94,2
001i000000NuO5u,0.0,284.0,8,0,,,5.0,1.0,0.0,27.0,95,2
001i000000NuO5v,0.0,35.0,1,0,,,4.0,2.0,1.0,13.0,94,2
001i000000NuO5w,0.0,0.0,0,0,,,3.0,3.0,0.0,,96,2
001i000000NuO60,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuO65,0.0,1582.0,17,0,,,95.0,2.0,1.0,19.0,94,2
001i000000NuO67,0.0,281.0,7,0,,,,,,26.0,94,2
001i000000NuO6A,0.0,0.0,0,0,,,,,,,95,2
001i000000NuO6C,0.0,0.0,0,0,,,10.0,1.0,1.0,,94,2
001i000000NuO6D,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO6G,0.0,358.0,2,0,,,,,,25.0,18,2
001i000000NuO6I,0.0,1550.0,2,0,,,,,,28.0,nan,2
001i000000NuO6L,0.0,1170.0,5,0,,,,,,26.0,96,2
001i000000NuO6T,0.0,0.0,0,0,,,2.0,2.0,0.0,,94,2
001i000000NuO6W,0.0,0.0,0,0,,,2.0,3.0,1.0,,94,2
001i000000NuO6a,0.0,951.6,18,0,,,15.0,1.0,0.0,28.0,94,2
001i000000NuO6c,0.0,243.0,5,0,,,8.0,2.0,0.0,25.0,94,2
001i000000NuO6d,0.0,740.0,18,0,,,17.0,1.0,1.0,26.0,95,2
001i000000NuO6j,0.0,0.0,0,0,,,4.0,1.0,0.0,,94,2
001i000000NuO6n,0.0,5827.0,33,0,,,56.0,5.0,2.0,28.0,94,2
001i000000NuO6o,0.0,554.0,7,0,,,31.0,3.0,3.0,22.0,94,2
001i000000NuO6q,0.0,195.0,5,0,,,129.0,3.0,1.0,28.0,94,2
001i000000NuO6s,0.0,65.0,2,0,,,,,,27.0,nan,2
001i000000NuO6t,0.0,5.0,1,0,,,,,,28.0,94,2
001i000000NuO6v,0.0,132319.94,12,0,,,299.0,5.0,3.0,28.0,95,2
001i000000NuO6w,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO6y,0.0,830.0,5,0,,,4.0,1.0,2.0,28.0,94,2
001i000000NuO6z,0.0,0.0,0,0,,,2.0,1.0,1.0,,95,2
001i000000NuO70,0.0,50.0,1,0,,,,,,26.0,94,2
001i000000NuO71,0.0,1750.0,14,0,,,20.0,1.0,1.0,18.0,94,2
001i000000NuO74,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuO76,0.0,50.0,1,0,,,,,,27.0,94,2
001i000000NuO78,0.0,0.0,0,0,,,,,,,95,2
001i000000NuO7L,0.0,132.0,4,0,,,,,,25.0,nan,2
001i000000NuO7M,0.0,100.0,1,0,,,,,,25.0,99,2
001i000000NuO7N,0.0,0.0,0,0,56.0,2.0,,,,,94,2
001i000000NuO7O,0.0,3035.0,18,0,,,151.0,1.0,1.0,18.0,94,2
001i000000NuO7Q,0.0,15.0,1,0,,,,,,26.0,nan,2
001i000000NuO7R,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO7T,75.0,1650.0,24,0,,,4.0,3.0,1.0,27.0,94,2
001i000000NuO7X,0.0,30.0,1,0,,,,,,26.0,94,2
001i000000NuO7Z,0.0,100.0,2,0,,,2.0,1.0,1.0,28.0,95,2
001i000000NuO7g,0.0,32.0,2,0,,,8.0,1.0,0.0,27.0,94,2
001i000000NuO7r,0.0,246.0,8,0,,,16.0,2.0,1.0,21.0,94,2
001i000000NuO7v,0.0,470.0,5,0,,,,,,28.0,80,2
001i000000NuO7z,0.0,180.0,4,0,,,,,,28.0,94,2
001i000000NuO80,0.0,18070.0,25,1,,,95.0,5.0,1.0,26.0,95,2
001i000000NuO81,0.0,0.0,0,0,,,1.0,1.0,0.0,,49,2
001i000000NuO82,0.0,10.0,1,0,,,,,,28.0,94,2
001i000000NuO83,0.0,351.0,9,0,,,3.0,2.0,0.0,28.0,97,2
001i000000NuO86,0.0,13.0,1,0,,,,,,25.0,nan,2
001i000000NuO88,0.0,0.0,0,0,,,4.0,3.0,0.0,,94,2
001i000000NuO8E,0.0,0.0,0,0,,,6.0,1.0,1.0,,94,2
001i000000NuO8M,0.0,150.0,3,0,,,,,,25.0,94,2
001i000000NuO8N,0.0,15.0,1,0,,,,,,27.0,nan,2
001i000000NuO8P,0.0,654.0,9,0,,,18.0,3.0,0.0,19.0,27,2
001i000000NuO8Z,0.0,19.0,1,0,,,2.0,1.0,1.0,14.0,95,2
001i000000NuO8g,0.0,1500.0,18,0,,,19.0,2.0,1.0,25.0,94,2
001i000000NuO8i,0.0,1073.0,14,0,,,17.0,1.0,1.0,24.0,94,2
001i000000NuO8k,0.0,0.0,0,0,,,4.0,1.0,1.0,,94,2
001i000000NuO8l,0.0,150.0,2,0,,,4.0,1.0,1.0,28.0,94,2
001i000000NuO8m,0.0,25.0,1,0,,,2.0,3.0,0.0,19.0,94,2
001i000000NuO8n,0.0,70.0,3,0,,,2.0,3.0,0.0,27.0,94,2
001i000000NuO8p,0.0,500.0,3,0,,,,,,23.0,94,2
001i000000NuO8s,0.0,22.0,1,0,,,,,,25.0,94,2
001i000000NuO8v,0.0,30.0,1,0,,,3.0,1.0,4.0,13.0,94,2
001i000000NuO8x,0.0,21.0,1,0,,,,,,25.0,nan,2
001i000000NuO8z,0.0,250.0,5,0,,,2.0,2.0,0.0,17.0,94,2
001i000000NuO91,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO95,0.0,50.0,2,0,,,,,,15.0,94,2
001i000000NuO97,0.0,52.0,1,0,,,,,,25.0,94,2
001i000000NuO98,0.0,26.0,1,0,,,,,,25.0,20,2
001i000000NuO99,0.0,70.0,2,0,,,,,,28.0,94,2
001i000000NuO9C,0.0,5.25,1,0,,,,,,25.0,94,2
001i000000NuO9D,0.0,2026.0,25,0,,,83.0,2.0,2.0,25.0,94,2
001i000000NuO9F,0.0,60.0,1,0,,,,,,26.0,nan,2
001i000000NuO9G,0.0,340.0,5,0,,,2.0,1.0,0.0,27.0,94,2
001i000000NuO9H,0.0,150.0,1,0,,,,,,25.0,94,2
001i000000NuO9K,0.0,200.0,2,0,,,,,,26.0,94,2
001i000000NuO9L,0.0,0.0,0,0,,,2.0,0.0,1.0,,94,2
001i000000NuO9O,0.0,10.0,1,0,,,,,,27.0,nan,2
001i000000NuO9V,0.0,0.0,0,0,,,,,,,94,2
001i000000NuO9X,0.0,250.0,1,0,,,,,,27.0,nan,2
001i000000NuO9Z,0.0,1150.0,14,0,,,27.0,1.0,0.0,19.0,94,2
001i000000NuO9b,0.0,850.0,4,0,,,2.0,1.0,1.0,25.0,49,2
001i000000NuO9c,0.0,6089.0,13,0,,,19.0,0.0,1.0,25.0,97,2
001i000000NuO9f,0.0,1536.0,6,0,,,10.0,1.0,1.0,24.0,24,2
001i000000NuO9i,0.0,0.0,0,0,,,8.0,1.0,1.0,,94,2
001i000000NuO9k,0.0,25.0,1,0,,,,,,28.0,94,2
001i000000NuO9m,0.0,4.0,1,0,,,,,,25.0,94,2
001i000000NuO9r,0.0,0.0,0,0,,,2.0,1.0,1.0,,31,2
001i000000NuO9t,0.0,10.0,1,0,,,187.0,2.0,0.0,18.0,94,2
001i000000NuO9u,0.0,425.0,4,0,,,6.0,1.0,1.0,24.0,95,2
001i000000NuO9y,0.0,10.0,1,0,,,10.0,2.0,0.0,24.0,94,2
001i000000NuOA0,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOA1,0.0,75.0,2,0,,,,,,25.0,94,2
001i000000NuOA3,0.0,100.0,1,0,,,,,,25.0,94,2
001i000000NuOA5,0.0,1010.0,4,0,,,,,,25.0,94,2
001i000000NuOA7,0.0,1148.0,7,0,,,14.0,1.0,3.0,19.0,94,2
001i000000NuOA8,0.0,0.0,0,0,,,4.0,1.0,0.0,,94,2
001i000000NuOAH,0.0,50.0,1,0,,,,,,24.0,94,2
001i000000NuOAJ,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuOAL,0.0,2305.0,18,0,,,16.0,3.0,1.0,24.0,94,2
001i000000NuOAM,0.0,330.0,3,0,,,13.0,2.0,1.0,19.0,94,2
001i000000NuOAS,0.0,16550.0,33,0,,,26.0,1.0,1.0,24.0,94,2
001i000000NuOAX,0.0,275.0,6,0,,,2.0,1.0,0.0,22.0,94,2
001i000000NuOAZ,0.0,2545.0,21,0,,,22.0,1.0,0.0,18.0,94,2
001i000000NuOAh,0.0,0.0,0,0,,,10.0,2.0,1.0,,94,2
001i000000NuOAi,0.0,9480.0,22,0,,,19.0,1.0,1.0,24.0,94,2
001i000000NuOAj,0.0,285.0,5,0,,,10.0,3.0,1.0,24.0,94,2
001i000000NuOAo,0.0,25.0,1,0,,,12.0,1.0,1.0,18.0,95,2
001i000000NuOAs,50.0,660.0,14,1,128.0,1.0,53.0,0.0,0.0,16.0,94,2
001i000000NuOAt,0.0,132.0,5,0,,,15.0,1.0,1.0,23.0,94,2
001i000000NuOAu,0.0,455.0,12,0,,,4.0,3.0,1.0,24.0,82,2
001i000000NuOB0,0.0,300.0,3,0,,,8.0,0.0,0.0,17.0,77,2
001i000000NuOB3,0.0,0.0,0,0,,,1.0,2.0,0.0,,94,2
001i000000NuOB7,0.0,300.0,1,0,,,,,,24.0,nan,2
001i000000NuOB9,0.0,70.0,1,0,,,,,,24.0,nan,2
001i000000NuOBG,0.0,4000.0,7,0,,,,,,21.0,nan,2
001i000000NuOBI,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOBJ,0.0,0.0,0,0,,,3.0,3.0,0.0,,94,2
001i000000NuOBK,0.0,150.0,1,0,,,,,,24.0,94,2
001i000000NuOBM,0.0,1100.0,2,0,,,,,,24.0,nan,2
001i000000NuOBN,0.0,350.0,1,0,,,2.0,1.0,1.0,24.0,94,2
001i000000NuOBS,6000.0,39800.0,14,0,,,,,,24.0,10,2
001i000000NuOBV,0.0,500.0,3,0,,,,,,22.0,94,2
001i000000NuOBX,0.0,150.0,1,0,,,,,,24.0,94,2
001i000000NuOBZ,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuOBa,0.0,750.0,10,0,,,18.0,2.0,1.0,23.0,94,2
001i000000NuOBd,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuOBg,0.0,100.0,2,0,,,70.0,1.0,0.0,4.0,94,2
001i000000NuOBh,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuOBi,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuOBk,0.0,0.0,0,0,,,1.0,3.0,0.0,,94,2
001i000000NuOBp,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuOBq,0.0,0.0,0,0,,,2.0,3.0,0.0,,94,2
001i000000NuOBu,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOBy,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuOC3,0.0,373.0,9,0,,,7.0,2.0,0.0,19.0,94,2
001i000000NuOCB,0.0,0.0,0,0,,,1.0,1.0,0.0,,95,2
001i000000NuOCC,0.0,475.0,4,0,,,,,,18.0,90,2
001i000000NuOCG,0.0,30.0,1,0,,,2.0,3.0,2.0,17.0,94,2
001i000000NuOCH,0.0,0.0,0,0,,,2.0,2.0,0.0,,94,2
001i000000NuOCJ,0.0,0.0,0,0,,,2.0,3.0,1.0,,94,2
001i000000NuOCM,0.0,0.0,0,0,,,1.0,2.0,2.0,,94,2
001i000000NuOCO,0.0,0.0,0,0,,,,,,,84,2
001i000000NuOCR,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOCS,0.0,325.0,7,0,,,4.0,1.0,0.0,18.0,94,2
001i000000NuOCT,0.0,25.0,1,0,,,1.0,1.0,0.0,18.0,94,2
001i000000NuOCW,0.0,35.0,2,0,,,2.0,3.0,1.0,13.0,94,2
001i000000NuOCX,0.0,25.0,1,0,,,4.0,1.0,0.0,14.0,94,2
001i000000NuOCY,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOCe,0.0,26.0,1,0,,,9.0,1.0,0.0,16.0,94,2
001i000000NuOCf,0.0,35.0,2,0,,,,,,24.0,94,2
001i000000NuOCj,0.0,100.0,1,0,,,,,,24.0,94,2
001i000000NuOCl,0.0,875.0,10,1,,,196.0,2.0,0.0,19.0,94,2
001i000000NuOCr,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuOCu,0.0,1242.0,4,0,,,2.0,1.0,1.0,24.0,22,2
001i000000NuOCv,0.0,319.0,7,0,,,8.0,1.0,1.0,23.0,94,2
001i000000NuOCy,0.0,0.0,0,0,,,4.0,3.0,1.0,,98,2
001i000000NuOD7,0.0,1016.0,10,0,,,6.0,2.0,1.0,24.0,80,2
001i000000NuOD9,0.0,73.0,2,0,,,14.0,1.0,1.0,18.0,89,2
001i000000NuODA,0.0,0.0,0,0,,,3.0,3.0,0.0,,94,2
001i000000NuODD,0.0,50.0,1,0,,,,,,24.0,nan,2
001i000000NuODF,0.0,13025.0,5,0,,,20.0,1.0,3.0,22.0,93,2
001i000000NuODG,0.0,1000.0,4,0,,,,,,24.0,95,2
001i000000NuODH,0.0,75.0,2,0,,,,,,17.0,94,2
001i000000NuODK,0.0,0.0,0,0,,,2.0,3.0,1.0,,91,2
001i000000NuODL,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuODM,0.0,0.0,0,0,,,1.0,1.0,2.0,,94,2
001i000000NuODO,0.0,50.0,1,0,,,,,,7.0,94,2
001i000000NuODP,0.0,0.0,0,0,,,2.0,3.0,1.0,,94,2
001i000000NuODQ,0.0,0.0,0,0,,,2.0,3.0,1.0,,94,2
001i000000NuODS,0.0,98.0,2,0,,,8.0,1.0,1.0,18.0,94,2
001i000000NuODW,0.0,0.0,0,0,,,,,,,94,2
001i000000NuODg,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuODh,0.0,0.0,0,0,,,,,,,30,2
001i000000NuODj,0.0,0.0,0,0,,,,,,,94,2
001i000000NuODl,0.0,300.0,3,0,,,2.0,1.0,0.0,19.0,94,2
001i000000NuODm,0.0,3902.0,27,0,,,16.0,1.0,1.0,23.0,33,2
001i000000NuODp,0.0,106.0,6,0,,,54.0,2.0,2.0,13.0,94,2
001i000000NuODq,0.0,50.0,1,0,,,,,,24.0,94,2
001i000000NuOE0,0.0,0.0,0,0,,,,,,,95,2
001i000000NuOE2,0.0,25.0,1,0,,,6.0,3.0,1.0,18.0,94,2
001i000000NuOE4,0.0,8854.0,17,0,,,25.0,1.0,1.0,22.0,96,2
001i000000NuOE9,0.0,50.0,1,0,,,4.0,1.0,1.0,23.0,94,2
001i000000NuOEB,0.0,125.0,4,0,,,8.0,1.0,1.0,19.0,94,2
001i000000NuOEC,0.0,0.0,0,0,,,8.0,1.0,1.0,,94,2
001i000000NuOEF,0.0,10.0,1,0,,,6.0,3.0,1.0,19.0,94,2
001i000000NuOEI,0.0,460.0,9,0,,,14.0,3.0,1.0,24.0,94,2
001i000000NuOEL,0.0,0.0,0,0,46.0,3.0,2.0,1.0,1.0,,94,2
001i000000NuOEN,0.0,94.0,3,0,,,19.0,1.0,1.0,18.0,85,2
001i000000NuOEO,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOER,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuOEX,0.0,5164.0,25,1,,,217.0,0.0,0.0,21.0,94,2
001i000000NuOEZ,0.0,139.0,3,0,,,,,,24.0,94,2
001i000000NuOEa,0.0,168.0,4,0,,,3.0,1.0,0.0,21.0,94,2
001i000000NuOEl,0.0,1653.0,13,0,,,25.0,1.0,1.0,21.0,94,2
001i000000NuOEm,0.0,101.0,2,0,,,16.0,1.0,1.0,18.0,92,2
001i000000NuOEt,300.0,6796.0,34,0,,,95.0,5.0,1.0,24.0,94,2
001i000000NuOEy,0.0,232.0,4,0,,,13.0,0.0,5.0,19.0,94,2
001i000000NuOF0,0.0,25.0,1,0,,,4.0,3.0,1.0,19.0,94,2
001i000000NuOF1,0.0,70.0,3,0,,,2.0,1.0,1.0,16.0,94,2
001i000000NuOF3,0.0,25.0,1,0,,,,,,24.0,94,2
001i000000NuOF5,0.0,850.0,3,0,,,2.0,2.0,1.0,1.0,94,2
001i000000NuOF6,0.0,850.0,7,0,,,1.0,1.0,0.0,23.0,98,2
001i000000NuOF7,0.0,100.0,1,0,,,,,,23.0,94,2
001i000000NuOF9,0.0,300.0,1,0,,,,,,23.0,94,2
001i000000NuOFM,0.0,300.0,1,0,,,,,,23.0,93,2
001i000000NuOFS,0.0,75.0,3,0,,,1.0,1.0,0.0,23.0,94,2
001i000000NuOFT,0.0,30.0,1,0,,,,,,24.0,94,2
001i000000NuOFY,0.0,700.0,7,0,,,4.0,1.0,1.0,23.0,94,2
001i000000NuOFd,0.0,200.0,1,0,,,,,,24.0,94,2
001i000000NuOFg,0.0,3031.0,6,0,,,8.0,1.0,1.0,23.0,94,2
001i000000NuOFk,0.0,150.0,1,0,,,,,,24.0,94,2
001i000000NuOFl,0.0,78.0,2,0,,,,,,23.0,94,2
001i000000NuOFo,0.0,100.0,1,0,,,,,,23.0,20,2
001i000000NuOFq,0.0,75.0,1,0,,,,,,23.0,nan,2
001i000000NuOFw,0.0,0.0,0,0,,,1.0,3.0,2.0,,94,2
001i000000NuOFx,0.0,1412.0,25,0,,,14.0,0.0,1.0,23.0,91,2
001i000000NuOFy,0.0,0.0,0,0,,,2.0,2.0,0.0,,94,2
001i000000NuOFz,0.0,20.0,1,0,,,,,,23.0,95,2
001i000000NuOG1,0.0,150.0,1,0,,,,,,23.0,94,2
001i000000NuOG6,0.0,20600.0,6,0,,,,,,23.0,20,2
001i000000NuOGA,0.0,10.0,1,0,,,,,,23.0,91,2
001i000000NuOGB,0.0,602.0,7,0,,,12.0,2.0,5.0,23.0,94,2
001i000000NuOGF,0.0,650.0,2,0,,,,,,23.0,nan,2
001i000000NuOGI,0.0,65.0,2,0,,,2.0,3.0,1.0,23.0,94,2
001i000000NuOGJ,0.0,1400.0,4,0,,,4.0,1.0,3.0,23.0,93,2
001i000000NuOGN,0.0,50.0,1,0,,,,,,23.0,94,2
001i000000NuOGT,0.0,575.0,4,0,,,2.0,3.0,0.0,23.0,94,2
001i000000NuOGV,0.0,50.0,1,0,,,,,,23.0,94,2
001i000000NuOGY,0.0,40.0,1,0,,,,,,23.0,94,2
001i000000NuOGa,0.0,0.0,0,0,,,,,,,94,2
001i000000NuOGc,0.0,50.0,1,0,,,,,,24.0,94,2
001i000000NuOGd,0.0,25.0,1,0,,,,,,23.0,63,2
001i000000NuOGe,0.0,200.0,2,0,,,5.0,3.0,2.0,17.0,27,2
001i000000NuOGh,0.0,150.0,1,0,,,,,,23.0,89,2
001i000000NuOGm,0.0,45.0,2,0,,,,,,24.0,94,2
001i000000NuOGp,0.0,68.0,1,0,,,4.0,1.0,1.0,24.0,94,2
001i000000NuOGr,0.0,781.0,19,0,,,8.0,1.0,2.0,24.0,94,2
001i000000NuOGs,0.0,150.0,1,0,,,,,,24.0,94,2
001i000000NuOGu,0.0,100.0,1,0,,,,,,23.0,nan,2
001i000000NuOGw,0.0,250.0,1,0,,,,,,23.0,94,2
001i000000NuOGy,0.0,20.0,1,0,,,,,,23.0,94,2
001i000000NuOH2,0.0,160.0,3,0,,,,,,24.0,94,2
001i000000NuOH3,0.0,2500.0,8,0,,,,,,24.0,94,2
001i000000NuOH9,0.0,2475.0,8,0,,,6.0,1.0,0.0,22.0,95,2
001i000000NuOHB,0.0,0.0,0,0,86.0,2.0,,,,,94,2
001i000000NuOHC,0.0,150.0,2,0,56.0,0.0,48.0,1.0,0.0,22.0,95,2
001i000000NuOHE,0.0,175.0,1,0,,,,,,21.0,94,2
001i000000NuOHG,0.0,165.0,6,0,,,8.0,1.0,1.0,21.0,94,2
001i000000NuOHH,0.0,391.0,15,0,,,19.0,1.0,1.0,21.0,94,2
001i000000NuOHI,0.0,669.0,7,0,,,14.0,1.0,1.0,19.0,94,2
001i000000NuOHJ,0.0,0.0,0,0,,,2.0,1.0,0.0,,94,2
001i000000NuOHK,0.0,68.0,2,0,,,5.0,2.0,0.0,18.0,17,2
001i000000NuOHO,0.0,50.0,1,0,,,4.0,1.0,0.0,17.0,94,2
001i000000NuOHR,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuOHS,0.0,0.0,0,0,,,2.0,1.0,1.0,,94,2
001i000000NuOHV,0.0,50.0,2,0,,,3.0,1.0,0.0,19.0,94,2
